Context: Bee Swarm Simulator - Mutation

Datamined information: The probabilty of getting a certain mutation, and the probability of getting a certain strength of a mutation based on the bee's level.
Date of datamined file: December 19th, 2024
An example of a mutated bee's hive slot. Note that the number depicting the bee's level is colored.
Mutations are a mechanic that buffs the stats of certain bees in the player’s hive. Mutated bees have a different colored level number in their hive slot and on their wings than the standard white, respective to what stat it's mutated with. A mutated bee can become temporarily radioactive, and the radiation can spread to neighboring bees in the hive.
Every time the player feeds a bee a bitterberry, it has a 0.1% chance to get a random mutation. Royal jellies and star jellies has a 0.02% chance of turning a bee into a mutated bee. Atomic treats guarantee a mutation when fed to a bee, regardless of whether it is radioactive or not.
If the bee is radioactive:
* The chance of a mutation when using a bitterberry is increased to 1%,
* The chance of a mutation when using a royal jelly or star jelly is increased to 1%,
* Using many special treats (sunflower seeds, strawberries, blueberries, pineapples, moon charms) have a 0.004% chance to mutate the bee. This is irregardless of whether the bee likes the treat or not.
Note that using a royal jelly or an egg on a mutated bee will almost certainly make the bee lose its mutation, just like gifted bees losing their gifted status.
A mutated bee's GUI on discovery shows a pop-up to the left of the bee, which shows the player the mutation the bee has gained, with a text box reading,  ☢️ {Bee type} gained a mutation! (+x% [Mutation Buff]) ☢️
Possible Bee Bonuses[]
Mutations are separate from every other modifiers in the game, meaning that:
* If a mutation is given as a percentage, it is multiplied directly to the bee's base stats after every other modifiers are applied.
* If a mutation is given as a whole number, it is added to the bee's base stats before multiplicative modifiers are applied.
Fact: The Stat in Mutation has/costs Chance, Range, Color.
Fact: The %Convert Amount in Mutation has/costs 17.2414%, 10%-30% Increments of 1%, #feca41.
Fact: The +Convert Amount in Mutation has/costs 8.6207%, 20-80 Increments of 1, #feca41.
Fact: The %Attack in Mutation has/costs 17.2414%, 5%-20% Increments of 1%, #e83a36.
Fact: The +Attack in Mutation has/costs 4.3103%, 1-2 Increments of 1, #e83a36.
Fact: The %Gather Amount in Mutation has/costs 17.2414%, 10%-30% Increments of 1%, #ceff80.
Light Green
Fact: The +Gather Amount in Mutation has/costs 8.6207%, 2-10 Increments of 1, #ceff80.
Light Green
Fact: The %Energy in Mutation has/costs 17.2414%, 10%-40% Increments of 1%, #ac8c58.
Fact: The +Instant Conversion in Mutation has/costs 4.3103%, 8%-20% Increments of 1%, #f3fe1e.
Fact: The +Movespeed in Mutation has/costs 1.7241%, 2-6 Increments of 1, #4fb8f0.
Fact: The +Critical Chance in Mutation has/costs 1.7241%, 1%-3% Increments of 1%, #47cf72.
Fact: The %Ability Rate in Mutation has/costs 1.7241%, 1%-5% Increments of 1%, #b8a5ed.
The highest mutation value a bee can get depends on its level. For more information, see #Mutation strength.
Mutation strength[]
_Some of the information in this section has been modified for better reading. For the raw data, visitModule:Mutation Stats and the data it uses._
The upper bound of a mutation increases with the level of the mutated bee, allowing it to receive better mutations. More specifically, let _lvl_ be the level of the mutated bee:
* l v l P e r c e n t a g e = ( l v l − 1 ) / ( 25 − 1 )
* The upper bound of a mutation is scaled between the minimum and maximum upper bound of the mutation, based on _lvlPercentage_ :  u p p e r B o u n d = m i n U p p e r B o u n d + ( m a x U p p e r B o u n d − m i n U p p e r B o u n d ) ∗ l v l P e r c e n t a g e  .
* The lower bound of a mutation also go through this process. However, the minimum and maximum lower bound of any mutation is the same, so there are no changes.
After that, the _randomBias_ function is invoked with the below parameters, and the result is rounded to the nearest interval to give the final result:
` randomBias(lowerBound, upperBound, lowerBound, 0.5) `
This gives a random value between _lowerBound_ and _upperBound_ , with a bias to values near _lowerBound_. This value is then rounded to the nearest interval to get the bee's mutation strength.
For more information on how this function works, see the designated module page.
The lower bound, minimum upper bound and maximum upper bound, and the interval of a mutation can be found below.
Show/hide table
Fact: The Stat in Mutation has/costs Lower bound, Minimum upper bound, Maximum upper bound, Interval.
Fact: The %Convert Amount in Mutation has/costs 10%, 15%, 30%, 1%.
Fact: The +Convert Amount in Mutation has/costs 20, 40, 80, 1.
Fact: The %Attack in Mutation has/costs 5%, 10%, 20%, 1%.
Fact: The +Attack in Mutation has/costs 1, 1, 2, 1.
Fact: The %Gather Amount in Mutation has/costs 10%, 20%, 30%, 1%.
Fact: The +Gather Amount in Mutation has/costs 2, 6, 10, 1.
Fact: The %Energy in Mutation has/costs 10%, 30%, 40%, 1%.
Fact: The +Instant Conversion in Mutation has/costs 8%, 14%, 20%, 1%.
Fact: The +Movespeed in Mutation has/costs 2, 4, 6, 1.
Fact: The +Critical Chance in Mutation has/costs 1%, 1%, 3%, 1%.
Fact: The %Ability Rate in Mutation has/costs 1%, 2%, 5%, 1%.
The tables below give the percentage of a mutation landing within a given stat range at a certain level. For the percentage of a mutation landing within an exact value, see the designated subpage.
_Results are rounded to the 3rd-5th decimal digits. Note that the precise percentages may be off due to floating point errors._
Show/hide tables
* %Convert Amount
* +Convert Amount
* %Gather Amount
* +Gather Amount
* +Instant Conversion
* +Movespeed
* +Critical Chance
* %Ability Rate
Fact: The Level in Mutation has/costs Stat ranges, Average.
Fact: The 10%-13% in Mutation has/costs 14%-17%, 18%-21%, 22%-25%, 26%-29%, 30%.
Fact: The 1 in Mutation has/costs 89.934492%, 10.065508%, \-, \-, \-, \-, 11.8633%.
Fact: The 7 in Mutation has/costs 33.887195%, 36.943339%, 23.818376%, 5.351089%, \-, \-, 18.4349%.
Fact: The 8 in Mutation has/costs 33.271065%, 36.295047%, 24.346143%, 6.087746%, \-, \-, 18.5912%.
Fact: The 9 in Mutation has/costs 32.676939%, 35.647569%, 24.827803%, 6.847689%, \-, \-, 18.7476%.
Fact: The 10 in Mutation has/costs 32.103659%, 35.022173%, 25.2462%, 7.616848%, 0.011119%, \-, 18.9038%.
Fact: The 11 in Mutation has/costs 31.550148%, 34.418343%, 25.605587%, 8.349113%, 0.076809%, \-, 19.0601%.
Fact: The 12 in Mutation has/costs 31.015399%, 33.834981%, 25.910463%, 9.042043%, 0.197114%, \-, 19.2163%.
Fact: The 13 in Mutation has/costs 30.498476%, 33.271065%, 26.164952%, 9.698084%, 0.367424%, \-, 19.3727%.
Fact: The 14 in Mutation has/costs 29.998501%, 32.725637%, 26.37284%, 10.319499%, 0.583523%, \-, 19.529%.
Fact: The 15 in Mutation has/costs 29.514654%, 32.197805%, 26.537607%, 10.908382%, 0.841552%, \-, 19.6853%.
Fact: The 16 in Mutation has/costs 29.046168%, 31.686728%, 26.662452%, 11.466678%, 1.137975%, \-, 19.8415%.
Fact: The 17 in Mutation has/costs 28.592321%, 31.191623%, 26.750323%, 11.996187%, 1.469546%, \-, 19.9978%.
Fact: The 18 in Mutation has/costs 28.152439%, 30.711752%, 26.803936%, 12.498585%, 1.833288%, \-, 20.1541%.
Fact: The 19 in Mutation has/costs 27.725887%, 30.246422%, 26.825797%, 12.975429%, 2.226464%, \-, 20.3104%.
Fact: The 20 in Mutation has/costs 27.312068%, 29.794983%, 26.81822%, 13.428171%, 2.646558%, \-, 20.4667%.
Fact: The 21 in Mutation has/costs 26.91042%, 29.356822%, 26.783345%, 13.85816%, 3.091253%, \-, 20.623%.
Fact: The 22 in Mutation has/costs 26.520414%, 28.931361%, 26.723151%, 14.266658%, 3.558416%, \-, 20.7792%.
Fact: The 23 in Mutation has/costs 26.141551%, 28.518055%, 26.639469%, 14.654843%, 4.046083%, \-, 20.9356%.
Fact: The 24 in Mutation has/costs 25.77336%, 28.116393%, 26.533996%, 15.023813%, 4.551644%, 0.000794%, 21.0918%.
Fact: The 25 in Mutation has/costs 25.415397%, 27.725887%, 26.408308%, 15.374599%, 5.047876%, 0.027933%, 21.2481%.
Fact: The Level in Mutation has/costs Stat ranges, Average.
Fact: The 8%-10% in Mutation has/costs 11%-13%, 14%-16%, 17%-19%, 20%.
Fact: The 1 in Mutation has/costs 57.762265%, 41.523154%, 0.714581%, \-, \-, 10.2404%.
Fact: The 2 in Mutation has/costs 55.451774%, 43.046899%, 1.501327%, \-, \-, 10.3344%.
Fact: The 3 in Mutation has/costs 53.319014%, 44.182447%, 2.49854%, \-, \-, 10.4279%.
Fact: The 4 in Mutation has/costs 51.344236%, 44.992632%, 3.663133%, \-, \-, 10.5217%.
Fact: The 5 in Mutation has/costs 49.510513%, 45.529239%, 4.960248%, \-, \-, 10.6167%.
Fact: The 6 in Mutation has/costs 47.803254%, 45.83519%, 6.361557%, \-, \-, 10.7116%.
Fact: The 7 in Mutation has/costs 46.209812%, 45.946244%, 7.843944%, \-, \-, 10.8054%.
Fact: The 8 in Mutation has/costs 44.719173%, 45.89234%, 9.388487%, \-, \-, 10.8989%.
Fact: The 9 in Mutation has/costs 43.321699%, 45.698651%, 10.979651%, \-, \-, 10.9928%.
Fact: The 10 in Mutation has/costs 42.00892%, 45.386428%, 12.604652%, \-, \-, 11.0867%.
Fact: The 11 in Mutation has/costs 40.773364%, 44.973681%, 14.252955%, \-, \-, 11.1803%.
Fact: The 12 in Mutation has/costs 39.60841%, 44.475723%, 15.833445%, 0.082421%, \-, 11.2741%.
Fact: The 13 in Mutation has/costs 38.508177%, 43.905616%, 17.271686%, 0.314522%, \-, 11.3686%.
Fact: The 14 in Mutation has/costs 37.467415%, 43.274531%, 18.582114%, 0.675939%, \-, 11.463%.
Fact: The 15 in Mutation has/costs 36.481431%, 42.592051%, 19.777421%, 1.149097%, \-, 11.5568%.
Fact: The 16 in Mutation has/costs 35.546009%, 41.866412%, 20.868799%, 1.718779%, \-, 11.6504%.
Fact: The 17 in Mutation has/costs 34.657359%, 41.104711%, 21.866148%, 2.371782%, \-, 11.7442%.
Fact: The 18 in Mutation has/costs 33.812058%, 40.313072%, 22.778248%, 3.096622%, \-, 11.8381%.
Fact: The 19 in Mutation has/costs 33.007009%, 39.49679%, 23.612912%, 3.88329%, \-, 11.9317%.
Fact: The 20 in Mutation has/costs 32.239404%, 38.66045%, 24.377105%, 4.723041%, \-, 12.0255%.
Fact: The 21 in Mutation has/costs 31.50669%, 37.808028%, 25.077053%, 5.608229%, \-, 12.1197%.
Fact: The 22 in Mutation has/costs 30.806541%, 36.96785%, 25.693462%, 6.532147%, \-, 12.2139%.
Fact: The 23 in Mutation has/costs 30.136834%, 36.164201%, 26.210051%, 7.488915%, \-, 12.3077%.
Fact: The 24 in Mutation has/costs 29.495625%, 35.39475%, 26.636267%, 8.427765%, 0.045594%, 12.4014%.
Fact: The 25 in Mutation has/costs 28.881133%, 34.657359%, 26.980577%, 9.304857%, 0.176074%, 12.4952%.
Fact: The Level in Mutation has/costs Stat ranges, Average.
Fact: The 2 in Mutation has/costs 3, 4, 5, 6.
Fact: The 1 in Mutation has/costs 34.657359%, 58.494952%, 6.847689%, \-, \-, 2.721903.
Fact: The 2 in Mutation has/costs 33.271065%, 58.033521%, 8.695414%, \-, \-, 2.754243.
Fact: The 3 in Mutation has/costs 31.991408%, 57.385869%, 10.622723%, \-, \-, 2.786313.
Fact: The 4 in Mutation has/costs 30.806541%, 56.588806%, 12.604652%, \-, \-, 2.817981.
Fact: The 5 in Mutation has/costs 29.706308%, 55.672189%, 14.621503%, \-, \-, 2.849152.
Fact: The 6 in Mutation has/costs 28.681952%, 54.660346%, 16.657701%, \-, \-, 2.879757.
Fact: The 7 in Mutation has/costs 27.725887%, 53.573188%, 18.700925%, \-, \-, 2.90975.
Fact: The 8 in Mutation has/costs 26.831504%, 52.427064%, 20.636236%, 0.105196%, \-, 2.940151.
Fact: The 9 in Mutation has/costs 25.993019%, 51.235447%, 22.372506%, 0.399027%, \-, 2.971775.
Fact: The 10 in Mutation has/costs 25.205352%, 50.009463%, 23.93249%, 0.852695%, \-, 3.004325.
Fact: The 11 in Mutation has/costs 24.464018%, 48.758322%, 25.335862%, 1.441798%, \-, 3.037554.
Fact: The 12 in Mutation has/costs 23.765046%, 47.489659%, 26.599697%, 2.145598%, \-, 3.071258.
Fact: The 13 in Mutation has/costs 23.104906%, 46.209812%, 27.738875%, 2.946407%, \-, 3.105268.
Fact: The 14 in Mutation has/costs 22.480449%, 44.960898%, 28.72955%, 3.829103%, \-, 3.139073.
Fact: The 15 in Mutation has/costs 21.888858%, 43.777717%, 29.552706%, 4.780719%, \-, 3.172253.
Fact: The 16 in Mutation has/costs 21.327606%, 42.655211%, 30.22707%, 5.790113%, \-, 3.204797.
Fact: The 17 in Mutation has/costs 20.794415%, 41.588831%, 30.769065%, 6.847689%, \-, 3.2367.
Fact: The 18 in Mutation has/costs 20.287235%, 40.574469%, 31.193128%, 7.945168%, \-, 3.267962.
Fact: The 19 in Mutation has/costs 19.804205%, 39.60841%, 31.51199%, 9.075395%, \-, 3.298586.
Fact: The 20 in Mutation has/costs 19.343642%, 38.687284%, 31.736897%, 10.177669%, 0.054507%, 3.329121.
Fact: The 21 in Mutation has/costs 18.904014%, 37.808028%, 31.877811%, 11.200332%, 0.209815%, 3.360039.
Fact: The 22 in Mutation has/costs 18.483925%, 36.96785%, 31.943573%, 12.149988%, 0.454664%, 3.391236.
Fact: The 23 in Mutation has/costs 18.0821%, 36.164201%, 31.942049%, 13.032584%, 0.779067%, 3.422623.
Fact: The 24 in Mutation has/costs 17.697375%, 35.39475%, 31.880244%, 13.853484%, 1.174148%, 3.454123.
Fact: The 25 in Mutation has/costs 17.32868%, 34.657359%, 31.764415%, 14.61754%, 1.632006%, 3.485668.
Fact: The Level in Mutation has/costs Stat ranges, Average.
Fact: The 1% in Mutation has/costs 2%, 3%.
Fact: The 1 in Mutation has/costs 100%, \-, \-, 1%.
Fact: The 2 in Mutation has/costs 100%, \-, \-, 1%.
Fact: The 3 in Mutation has/costs 100%, \-, \-, 1%.
Fact: The 4 in Mutation has/costs 100%, \-, \-, 1%.
Fact: The 5 in Mutation has/costs 100%, \-, \-, 1%.
Fact: The 6 in Mutation has/costs 100%, \-, \-, 1%.
Fact: The 7 in Mutation has/costs 100%, \-, \-, 1%.
Fact: The 8 in Mutation has/costs 97.854402%, 2.145598%, \-, 1.0215%.
Fact: The 9 in Mutation has/costs 93.152311%, 6.847689%, \-, 1.0685%.
Fact: The 10 in Mutation has/costs 87.395348%, 12.604652%, \-, 1.126%.
Fact: The 11 in Mutation has/costs 81.299075%, 18.700925%, \-, 1.187%.
Fact: The 12 in Mutation has/costs 75.214815%, 24.785185%, \-, 1.2479%.
Fact: The 13 in Mutation has/costs 69.314718%, 30.685282%, \-, 1.3069%.
Fact: The 14 in Mutation has/costs 63.982817%, 36.017183%, \-, 1.3602%.
Fact: The 15 in Mutation has/costs 59.412615%, 40.587385%, \-, 1.4059%.
Fact: The 16 in Mutation has/costs 55.451774%, 44.548226%, \-, 1.4455%.
Fact: The 17 in Mutation has/costs 51.986039%, 48.013961%, \-, 1.4801%.
Fact: The 18 in Mutation has/costs 48.928036%, 51.071964%, \-, 1.5107%.
Fact: The 19 in Mutation has/costs 46.209812%, 53.790188%, \-, 1.5379%.
Fact: The 20 in Mutation has/costs 43.777717%, 55.940283%, 0.282%, 1.565%.
Fact: The 21 in Mutation has/costs 41.588831%, 57.376062%, 1.035107%, 1.5945%.
Fact: The 22 in Mutation has/costs 39.60841%, 58.245992%, 2.145598%, 1.6254%.
Fact: The 23 in Mutation has/costs 37.808028%, 58.665358%, 3.526613%, 1.6572%.
Fact: The 24 in Mutation has/costs 36.164201%, 58.724532%, 5.111267%, 1.6895%.
Fact: The 25 in Mutation has/costs 34.657359%, 58.494952%, 6.847689%, 1.7219%.
Fact: The Level in Mutation has/costs Stat ranges, Average.
Fact: The 1% in Mutation has/costs 2%, 3%, 4%, 5%.
Fact: The 1 in Mutation has/costs 69.314718%, 30.685282%, \-, \-, \-, 1.3069%.
Fact: The 2 in Mutation has/costs 61.613083%, 38.386917%, \-, \-, \-, 1.3839%.
Fact: The 3 in Mutation has/costs 55.451774%, 44.548226%, \-, \-, \-, 1.4455%.
Fact: The 4 in Mutation has/costs 50.410704%, 49.589296%, \-, \-, \-, 1.4959%.
Fact: The 5 in Mutation has/costs 46.209812%, 53.790188%, \-, \-, \-, 1.5379%.
Fact: The 6 in Mutation has/costs 42.655211%, 56.737289%, 0.6075%, \-, \-, 1.5795%.
Fact: The 7 in Mutation has/costs 39.60841%, 58.245992%, 2.145598%, \-, \-, 1.6254%.
Fact: The 8 in Mutation has/costs 36.96785%, 58.735119%, 4.297032%, \-, \-, 1.6733%.
Fact: The 9 in Mutation has/costs 34.657359%, 58.494952%, 6.847689%, \-, \-, 1.7219%.
Fact: The 10 in Mutation has/costs 32.618691%, 57.73049%, 9.65082%, \-, \-, 1.7703%.
Fact: The 11 in Mutation has/costs 30.806541%, 56.588806%, 12.604652%, \-, \-, 1.818%.
Fact: The 12 in Mutation has/costs 29.185144%, 55.176834%, 15.638022%, \-, \-, 1.8645%.
Fact: The 13 in Mutation has/costs 27.725887%, 53.573188%, 18.700925%, \-, \-, 1.9098%.
Fact: The 14 in Mutation has/costs 26.405607%, 51.836197%, 21.527751%, 0.230445%, \-, 1.9558%.
Fact: The 15 in Mutation has/costs 25.205352%, 50.009463%, 23.93249%, 0.852695%, \-, 2.0043%.
Fact: The 16 in Mutation has/costs 24.109467%, 48.125757%, 25.984244%, 1.780532%, \-, 2.0544%.
Fact: The 17 in Mutation has/costs 23.104906%, 46.209812%, 27.738875%, 2.946407%, \-, 2.1053%.
Fact: The 18 in Mutation has/costs 22.18071%, 44.36142%, 29.160839%, 4.297032%, \-, 2.1557%.
Fact: The 19 in Mutation has/costs 21.327606%, 42.655211%, 30.22707%, 5.790113%, \-, 2.2048%.
Fact: The 20 in Mutation has/costs 20.537694%, 41.075388%, 30.995005%, 7.391912%, \-, 2.2524%.
Fact: The 21 in Mutation has/costs 19.804205%, 39.60841%, 31.51199%, 9.075395%, \-, 2.2986%.
Fact: The 22 in Mutation has/costs 19.121302%, 38.242603%, 31.817276%, 10.698523%, 0.120297%, 2.3445%.
Fact: The 23 in Mutation has/costs 18.483925%, 36.96785%, 31.943573%, 12.149988%, 0.454664%, 2.3912%.
Fact: The 24 in Mutation has/costs 17.887669%, 35.775338%, 31.918274%, 13.450431%, 0.968287%, 2.4384%.
Fact: The 25 in Mutation has/costs 17.32868%, 34.657359%, 31.764415%, 14.61754%, 1.632006%, 2.4857%.
Gallery[]
A Bee Ability Rate mutation.
An Attack mutation.
A Gather Amount mutation.
A Convert Amount mutation.
An Energy mutation.
An Instant Conversion mutation.
A Critical Chance mutation.
A Movespeed mutation.
A mutated bee spreading radioactivity to neighboring bees.
A bee mutation message.
A radioactive bee with an attack mutation.
A radioactive bee with a Convert Amount mutation.
A radioactive bee with an energy mutation.
A Spicy Bee getting a mutation from treats.
A Precise Bee with a Gather Amount Mutation. Notice the green level numbers on its wings.
Bees with the wrong radiation emoji.
Trivia[]
* It is possible to obtain mutations that are almost entirely useless to certain bees. These include:
* An Attack Mutation on Baby Bee, since it is unable to attack.
* While Attack mutations do not allow Baby Bee to attack, it will still add to the player's total attack, which can buff Star Saw.
* A Bee Ability Rate mutation on an ungifted Basic Bee or Brave Bee without a Beequip adding an ability, both of which lack abilities.
* An Energy mutation on a Photon Bee or Exhausted Bee, as both bees have infinite energy.
* However, this still increases the amount of nectar the two bees can sip from a Planter.
* The Beesmas Tree Hat Beequip requires a bee to have a mutation to be equipped, making any mutation potentially useful for any bee.
* The Bubble Light Beequip requires a bee to have a Energy mutation to be equipped.
* When mutating a bee, any equipped Beequip is automatically unequipped and must be re-equipped by the player if they wish to continue using it.
* Depending on the game's language, the radiation emoji might be changed.
